,Week Number,Model Name,Predicted Label,True Label,Cosine Similarty,State
900,556,FH_Karlen_pypm,Inc,Peaking,0.9745,Florida
901,556,FH_UMich_RidgeTfReg,Inc,Peaking,0.9733,Florida
902,556,FH_CEID_Walk,Surge,Peaking,0.8719,Florida
903,556,USC_SI_kJalpha,Peaking,Peaking,0.9919,Florida
904,556,FH_BPagano_RtDriven,Dec,Peaking,-0.969,Florida
905,556,FH_COVIDhub_ensemble,Peaking,Peaking,0.9917,Florida
906,556,FH_CU_select,Peaking,Peaking,0.983,Florida
907,556,FH_LANL_GrowthRate,Dec,Peaking,-0.9951,Florida
908,556,FH_CovidAnalytics_DELPHI,Peaking,Peaking,0.9996,Florida
909,213,FH_RobertWalraven_ESG,Dec,Dec,0.9941,Florida
910,213,FH_JHU_IDD_CovidSP,Dec,Dec,0.9957,Florida
911,213,FH_Karlen_pypm,Dec,Dec,0.9996,Florida
912,213,FH_UMich_RidgeTfReg,Flat,Dec,0.8636,Florida
913,213,FH_CEID_Walk,Dec,Dec,0.9347,Florida
914,213,USC_SI_kJalpha,Dec,Dec,0.9985,Florida
915,213,FH_COVIDhub_ensemble,Dec,Dec,0.9943,Florida
916,213,FH_CU_select,Dec,Dec,0.994,Florida
917,213,FH_LANL_GrowthRate,Dec,Dec,0.9945,Florida
918,213,FH_CovidAnalytics_DELPHI,Dec,Dec,0.9993,Florida
919,570,FH_RobertWalraven_ESG,Peaking,Near Peak,-0.7987,Florida
920,570,FH_CU_nochange,Near Peak,Near Peak,0.9953,Florida
921,570,FH_CU_scenario_low,Near Peak,Near Peak,0.995,Florida
922,570,FH_JHUAPL_Bucky,Peaking,Near Peak,-0.9679,Florida
923,570,FH_JHU_IDD_CovidSP,Inc,Near Peak,-0.992,Florida
924,570,FH_TTU_squider,Dec,Near Peak,0.8846,Florida
925,570,FH_Karlen_pypm,Near Peak,Near Peak,0.9499,Florida
926,570,FH_UMich_RidgeTfReg,Near Peak,Near Peak,0.9584,Florida
927,570,FH_CEID_Walk,Flat,Near Peak,0.2795,Florida
928,570,USC_SI_kJalpha,Near Peak,Near Peak,0.7495,Florida
929,570,FH_BPagano_RtDriven,Near Peak,Near Peak,0.9998,Florida
930,570,FH_COVIDhub_ensemble,Near Peak,Near Peak,0.9788,Florida
931,570,FH_CU_select,Near Peak,Near Peak,0.995,Florida
932,570,FH_LANL_GrowthRate,Dec,Near Peak,0.8816,Florida
933,570,FH_CovidAnalytics_DELPHI,Near Peak,Near Peak,0.987,Florida
934,227,FH_RobertWalraven_ESG,Dec,Dec,0.9865,Florida
935,227,FH_JHUAPL_Bucky,Near Peak,Dec,0.9964,Florida
936,227,FH_JHU_IDD_CovidSP,Dec,Dec,0.9971,Florida
937,227,FH_Karlen_pypm,Dec,Dec,0.9979,Florida
938,227,FH_UMich_RidgeTfReg,Peaking,Dec,-0.9921,Florida
939,227,FH_CEID_Walk,Near Peak,Dec,0.6917,Florida
940,227,USC_SI_kJalpha,Near Peak,Dec,0.982,Florida
941,227,FH_COVIDhub_ensemble,Dec,Dec,0.9968,Florida
942,227,FH_CU_select,Peaking,Dec,-0.9952,Florida
943,227,FH_LANL_GrowthRate,Dec,Dec,0.9965,Florida
944,227,FH_CovidAnalytics_DELPHI,Dec,Dec,0.9939,Florida
945,346,FH_RobertWalraven_ESG,Peaking,Near Peak,-0.7526,Florida
946,346,FH_CU_nochange,Inc,Near Peak,-0.987,Florida
947,346,FH_CU_scenario_low,Peaking,Near Peak,-0.9637,Florida
948,346,FH_JHUAPL_Bucky,Peaking,Near Peak,-0.8267,Florida
949,346,FH_JHU_IDD_CovidSP,Inc,Near Peak,-0.9911,Florida
950,346,FH_CU_scenario_mid,Inc,Near Peak,-0.9816,Florida
951,346,FH_TTU_squider,Near Peak,Near Peak,0.9996,Florida
952,346,FH_Karlen_pypm,Peaking,Near Peak,-0.9571,Florida
953,346,FH_UMich_RidgeTfReg,Peaking,Near Peak,-0.9493,Florida
954,346,FH_CEID_Walk,Peaking,Near Peak,-0.8571,Florida
955,346,USC_SI_kJalpha,Peaking,Near Peak,-0.7152,Florida
956,346,FH_BPagano_RtDriven,Peaking,Near Peak,-0.9218,Florida
957,346,FH_COVIDhub_ensemble,Peaking,Near Peak,-0.8541,Florida
958,346,FH_CU_select,Inc,Near Peak,-0.9816,Florida
959,346,FH_LANL_GrowthRate,Peaking,Near Peak,-0.9483,Florida
960,346,FH_CovidAnalytics_DELPHI,Near Peak,Near Peak,0.9686,Florida
961,199,FH_RobertWalraven_ESG,Surge,Dec,-0.8578,Florida
962,199,FH_JHU_IDD_CovidSP,Dec,Dec,0.9972,Florida
963,199,FH_Karlen_pypm,Dec,Dec,0.9995,Florida
964,199,FH_UMich_RidgeTfReg,Surge,Dec,-0.9578,Florida
965,199,FH_CEID_Walk,Flat,Dec,-0.2849,Florida
966,199,USC_SI_kJalpha,Dec,Dec,0.9999,Florida
967,199,FH_COVIDhub_ensemble,Dec,Dec,0.9958,Florida
968,199,FH_CU_select,Dec,Dec,0.9949,Florida
969,199,FH_LANL_GrowthRate,Dec,Dec,0.9997,Florida
970,199,FH_CovidAnalytics_DELPHI,Dec,Dec,0.9979,Florida
971,164,FH_RobertWalraven_ESG,Near Peak,Near Peak,0.5903,Florida
972,164,FH_JHU_IDD_CovidSP,Inc,Near Peak,-0.539,Florida
973,164,USC_SI_kJalpha,Near Peak,Near Peak,0.8973,Florida
974,164,FH_LANL_GrowthRate,Peaking,Near Peak,-0.3382,Florida
975,164,FH_CovidAnalytics_DELPHI,Peaking,Near Peak,-0.4329,Florida
976,598,FH_RobertWalraven_ESG,Dec,Dec,1.0,Florida
977,598,FH_CU_nochange,Dec,Dec,0.997,Florida
978,598,FH_CU_scenario_low,Dec,Dec,0.9971,Florida
979,598,FH_JHUAPL_Bucky,Dec,Dec,0.9972,Florida
980,598,FH_JHU_IDD_CovidSP,Dec,Dec,0.9998,Florida
981,598,FH_CU_scenario_mid,Dec,Dec,0.9981,Florida
982,598,FH_TTU_squider,Dec,Dec,0.9855,Florida
983,598,FH_Karlen_pypm,Dec,Dec,0.9975,Florida
984,598,FH_UMich_RidgeTfReg,Dec,Dec,0.9802,Florida
985,598,FH_CEID_Walk,Dec,Dec,0.9747,Florida
986,598,USC_SI_kJalpha,Dec,Dec,0.9981,Florida
987,598,FH_BPagano_RtDriven,Dec,Dec,0.9998,Florida
988,598,FH_COVIDhub_ensemble,Dec,Dec,0.9998,Florida
989,598,FH_CU_select,Dec,Dec,0.9971,Florida
990,598,FH_LANL_GrowthRate,Peaking,Dec,-0.9598,Florida
991,598,FH_CovidAnalytics_DELPHI,Dec,Dec,0.9985,Florida
992,612,FH_RobertWalraven_ESG,Dec,Dec,0.9992,Florida
993,612,FH_CU_nochange,Dec,Dec,0.9965,Florida
994,612,FH_CU_scenario_low,Dec,Dec,0.9968,Florida
995,612,FH_JHUAPL_Bucky,Dec,Dec,0.9979,Florida
996,612,FH_JHU_IDD_CovidSP,Near Peak,Dec,0.965,Florida
997,612,FH_CU_scenario_mid,Dec,Dec,0.9987,Florida
998,612,FH_TTU_squider,Dec,Dec,0.9967,Florida
999,612,FH_Karlen_pypm,Dec,Dec,0.9977,Florida
1000,612,FH_UMich_RidgeTfReg,Flat,Dec,0.6814,Florida
1001,612,FH_CEID_Walk,Dec,Dec,0.9697,Florida
1002,612,USC_SI_kJalpha,Dec,Dec,0.9982,Florida
1003,612,FH_BPagano_RtDriven,Dec,Dec,0.9994,Florida
1004,612,FH_COVIDhub_ensemble,Dec,Dec,0.9984,Florida
1005,612,FH_CU_select,Dec,Dec,0.9968,Florida
1006,612,FH_LANL_GrowthRate,Dec,Dec,0.9581,Florida
1007,612,FH_CovidAnalytics_DELPHI,Dec,Dec,0.9987,Florida
1008,171,FH_RobertWalraven_ESG,Dec,Near Peak,0.9719,Florida
1009,171,FH_JHU_IDD_CovidSP,Dec,Near Peak,0.7867,Florida
1010,171,USC_SI_kJalpha,Near Peak,Near Peak,0.9963,Florida
1011,171,FH_LANL_GrowthRate,Peaking,Near Peak,-0.9577,Florida
1012,171,FH_CovidAnalytics_DELPHI,Near Peak,Near Peak,0.9991,Florida
1013,626,FH_RobertWalraven_ESG,Dec,Dec,0.9997,Florida
1014,626,FH_JHUAPL_Bucky,Dec,Dec,0.991,Florida
1015,626,FH_TTU_squider,Near Peak,Dec,0.9692,Florida
1016,626,FH_Karlen_pypm,Dec,Dec,0.9976,Florida
1017,626,FH_CEID_Walk,Dec,Dec,0.991,Florida
1018,626,USC_SI_kJalpha,Dec,Dec,0.9983,Florida
1019,626,FH_BPagano_RtDriven,Dec,Dec,0.9999,Florida
1020,626,FH_COVIDhub_ensemble,Dec,Dec,0.9985,Florida
1021,626,FH_CovidAnalytics_DELPHI,Dec,Dec,0.999,Florida
